Word,Count
finalize_request_protocol,1
next_filter,1
'None',1
dirent->name,1
APR_ASCII_LF,1
prototype..,1
ap_scan_script_header_err_strs(),1
shutdown_even,1
Locks,1
ct_output_filters,1
away:,1
\non-namevirtualhosts,\,1
MSism,1
\(E[NM]FILE,\,1
c:/,1
holes,1
(just,1
tie,1
\take,\,1
sig_term,1
\1993,1994\,1
outright,1
Patterns,1
glue,1
*really*,1
brand,1
<directory>,1
'leak',1
***************************************************************,1
ap_config.h,1
squatting,1
404,1
(non-GET),1
alone;,1
\4.4,\,1
structure..,1
Although,1
S14.23),1
re-auth,1
send_handles_to_child()],1
TO,1
Min,1
\data,\,1
\aszPre,\,1
\ap_hdrs_to_ascii,\,1
'tty',1
\Linux,\,1
\"\OK"\\,1
COMPLETE,1
AT&T,1
_before_,1
Overlay,1
ill,1
shrinking,1
\(apr_proc_other_child_refresh(&pid,\,1
door,1
internal_fast_redirect,1
GOODS,1
specification,1
\base,\,1
screaming,1
generating,1
\apr_ctime(),\,1
message:,1
general-case,1
\pipe,\,1
service.c:,1
gprof,1
eos,1
continued,1
unnamed,1
relink,1
%8,1
(needed,1
StdHandle..,1
located,1
httpd.h,1
Duplicate,1
building,1
w/SSI,1
!isWindowsNT(),1
gooo..,1
msg;,1
'deliver_script',1
add_name_vhost_config(),1
\therefore,\,1
slaps,1
trusted,1
converted,1
run-time),1
\provided,\,1
statics,1
basically,1
16bit,1
(brigade,1
parent_pid,1
Done,1
System,1
non-GET,1
!AP_HAVE_RELIABLE_PIPED_LOGS,1
synch,1
'nasty',1
AP_SERVER_BASEARGS,1
r->pool,1
limitation,1
processes;,1
\regex,\,1
\CASE_BLIND_FILESYSTEM,\,1
lose,1
OR_ALL|ACCESS_CONF;,1
EAGAIN,1
corresponds,1
dangerous,1
VPATH,1
rework,1
'virt',1
--------------------,1
r->headers_in,1
SetHandler,1
\hooks,\,1
\uri,\,1
_will_,1
r->parsed_uri.scheme,1
dead..,1
necessary:,1
ap_custom_response(),1
confusion,1
*one*,1
Errors,1
meager,1
shm,1
Shortcuts;,1
scream,1
hierarchy,1
dup2'd,1
\(GetModuleFileName(hmodThis,\,1
ap_regexec(),1
\device,\,1
ht,1
offsetted,1
_really_,1
\Springfield,\,1
new->,1
(::),1
mpm_common.h,1
Tag,1
paid,1
WatchWindow,1
Systems,1
explicity,1
\resource,\,1
Resize,1
100,1
part),1
(unsigned,1
gubbins,1
\intuitive,\,1
Indicates,1
appears,1
doubt,1
\setaside,\,1
\"\+0000"\;\,1
specify,1
remove_module,1
themselves,1
design:,1
(scheme://host:port),1
n;,1
determines,1
dir_config,1
'run',1
Useful,1
\phases,\,1
execution,1
libkse,1
\SetWindowsHookEx(WH_CALLWNDPROC,\,1
conf\httpd.conf,1
\per-directory,\,1
\structures,\,1
Optimization,1
signal_service_transition,1
non-child,1
permit,1
\USR,\,1
intend,1
mpm_runservice_nt(),1
through;,1
40kB/s,1
auto-detect:,1
file-based,1
destory,1
Brandon's,1
of:,1
dependancies,1
\active,\,1
httpd's,1
filename_len==strlen(r->filename),1
translations,1
03-21-93,1
response),1
buff.curpos,1
\"\+\,1
mand,1
*********************************************************************,1
\s,\,1
Possibly,1
order..,1
case/resolving,1
\"\networks"\\,1
\ugly,\,1
continuous,1
allocating,1
\apr_stat,\,1
displaying,1
tranaction,1
Experience,1
[save,1
\next,\,1
\count,\,1
advised,1
sig,1
PR#38070:,1
easy,1
pain..,1
PROGNAME,1
5,1
platforms),1
cfg_getline(),1
Right,1
GetWindowLong,1
weird,1
unhealthy,1
\protocol,\,1
httpready,1
\DisplayName,1
core_reorder_directories,1
OCCUR,1
->satisfy[],1
read_handle,1
Either,1
\DOS),\,1
APACHE_OS_NETWARE,1
string..,1
simpler,1
AFAICT;,1
Reap,1
\too,\,1
:(,1
pollfd,1
min_spare_threads,1
perchild,1
\reasons,\,1
Hankins,1
last_char,1
PEEK,1
image,1
Rather,1
Perform,1
canonicalize,1
*single*,1
belong,1
AP_MPM_WANT_SET_SCOREBOARD,1
\build,\,1
Hanche-Olsen,1
WIN9x,1
(causing,1
\succeed,\,1
\apr_rfc822_date(),\,1
(returned,1
APR-Util,1
according,1
\::,\,1
\Yow,\,1
\unfortunately,\,1
\NOT_IN_DIR_LOC_FILE,\,1
\fun,\,1
\specifically,\,1
\"\/accept.lock"\\,1
ip-vhost,1
name;,1
condtion,1
win32,1
\server_rec,\,1
netware/mpm.h,1
\http_core,\,1
random,1
gone),1
mmap+memcpy,1
memory),1
sub-request,1
reuseaddr,1
winnt_get_connection(),1
Reclaim,1
\negative,\,1
O(n),1
not-a-path,1
unlock,1
install_transport_filters,1
bubble,1
post-config,1
interpolated,1
\forms,\,1
one),1
md5c.c,1
important,1
well(?),1
defer,1
_only_,1
optimization,1
\dynamic,\,1
share,1
Same,1
Commands..,1
redundant/duplicate,1
2.4,1
libraries,1
\_beginthread(worker_main,\,1
header/trailer,1
\update,\,1
Its,1
That's,1
stream,1
already-used,1
instances,1
<FilesMatch>,1
E,1
Scan,1
\1995,\,1
flushing,1
failt,1
unescaped,1
thread_id,1
core.c::merge_core_dir_configs(),1
life,1
case..,1
does),1
numeric,1
->next,1
easy-to-get,1
-M,1
create/use,1
syntax..,1
V8,1
readers,1
Thing,1
\"\APACHE2\,1
*******************************************************************,1
similar.),1
man's,1
file-specific,1
undoes,1
\exiting,\,1
dups,1
\is"\\,1
\aborted,\,1
detect,1
\begins,\,1
\ok,\,1
(presently),1
Canonicalize,1
anyways..,1
(case-sensitive),1
leaves,1
impact,1
waitpid,1
is_graceful!?,1
releasing,1
Bad,1
ic->names,1
_default_,1
\filename,\,1
\entirely,\,1
hitting,1
BB,1
not;,1
\Win9x,\,1
_easily_,1
\"\default"\\,1
\1.3,\,1
netmsg.dll,1
wanted,1
make_sock(),1
timeout..,1
http_config.c:,1
Release,1
(void,1
already.),1
package,1
\ProcessAttach:%8.8x\r\n"\,\,1
SIGABORT,1
\Champaign,\,1
InputFilter,1
decremented,1
Rerun,1
rec,1
brigade's,1
rapidly,1
solves,1
overflowing,1
ServerName/ServerAlias,1
1<<16,1
Bit,1
Table,1
shutdown_listeners();,1
limited,1
socket),1
absoluteURIs..,1
server_version,1
\necessary,\,1
aid:,1
strftime,1
\inclusion,\,1
0),1
************************************************************************,1
hvae,1
B_SAFEREAD,1
expressions,1
ACCURACY,1
\anything,\,1
non-connection,1
temp_pool,1
\Well,\,1
walked,1
main_server,1
\interact,\,1
APR_SUCCESS,1
(=activate),1
\MIN_WRITE_SIZE,\,1
churning,1
opportunity,1
follows),1
separate,1
\block,\,1
base->response_code_strings,1
\streams,\,1
/dev/null,1
transformations..,1
(maybe,1
bailed,1
fanf,1
dirsection(),1
monitored,1
reasons:,1
differently,1
zero-length,1
api,1
Data,1
suck,1
Listenting,1
Win32/NetWare/OS2,1
webmasters,1
\restart"\\,1
1.1,1
architectures,1
intents,1
ap_fini_vhost_config(),1
Things,1
flushes,1
sub-requestors,1
dll,1
arrives,1
proposed,1
collapses,1
invoke,1
w.r.t,1
httpd.c:,1
\unlikely,\,1
trailers,1
TRACE),1
extern,1
srm.conf,1
functions',1
thunking,1
#,1
\calls,\,1
\"\Sat,\,1
percent,1
hModule;,1
introduced,1
app),1
'c',1
substitutes,1
register/deregister,1
-n,1
ultimately,1
expanded,1
parsable,1
Resolve,1
Update,1
\Basic,\,1
WILL,1
whacked,1
Zap,1
directory's,1
inst_argc,1
terms,1
UNDER,1
updating,1
(4),1
\ProcessDetach:%8.8x\r\n"\,\,1
Thus,1
beos,1
ABOUT,1
executes,1
i,1
TRUE,1
ONLY,1
env,1
\message,\,1
half,1
\one),\,1
*paddr,1
apart,1
(should,1
d->opts_remove),1
cgi_status,1
\Note,\,1
solve,1
heavy,1
operator,1
rh,1
signal_shutdown_name,1
massively,1
BUSINESS,1
[transition,1
compress,1
Win2K,1
\StartService(),\,1
registry..,1
hwnd,1
ap_set_module_config(ap_conf_vector_t,1
\"\if\,1
case/aliases,1
return;,1
\"\/"\)\,1
doubled-double,1
NLM,1
concurrently,1
research,1
inform,1
nelts,1
(new),1
safer,1
mishandle,1
\s_main->error_log,\,1
_close()'ed,1
cfg_open_custom():,1
DISCLAIMED,1
last_lr,1
can't),1
pHook->pFunc,1
data:,1
using..,1
Required,1
AddOutputFilterByType,1
RPCSS,1
(same,1
WHATSOEVER,1
undefined,1
forced,1
pushes,1
5.3,1
similiarly,1
APLOG_TOCLIENT,1
\required,\,1
MODIFIED,1
watching,1
\resolve_symlink(r->filename,\,1
(apr_hook_debug_enabled),1
Definitions,1
zero-byte,1
\(startup),\,1
octets,1
2:,1
letter,1
\apr_proc_wait(),\,1
EXEC_ON_READ,1
entirely,1
Handles,1
apparent,1
modifiers,1
Usually,1
Cross-country,1
hole,1
ident,1
commands..,1
failing,1
(deliberately),1
cflags,1
numerous,1
\world,\,1
(_assume_,1
ForceType,1
\PATH_TRANSLATED,\,1
\5.2.1,\,1
VERY,1
Here's,1
parsers,1
aszSucc;,1
25-Oct-96,1
clearing,1
Exit,1
(from,1
\Services/us,\,1
infect,1
shuts,1
odd-looking,1
ap_discard_request_body,1
\CTRL_CLOSE_EVENT,\,1
resolved,1
AP_MPM_WANT_SET_MAX_MEM_FREE,1
essentially,1
417,1
alas..,1
Soak,1
describe,1
Win9xConHook.dll,1
special-cases,1
viewing,1
pHook->szName,1
reflect,1
string),1
locks..,1
\DIRECT,\,1
Examine,1
win32/os2,1
(ap_LINK_post_config_t,1
dup,1
products,1
David,1
dependency,1
apr_socket_recv(),1
failure..,1
'weren't,1
r->output_filters,1
guarantees,1
(typically,1
Alloc,1
protects,1
'\n':,1
resolving,1
\case),\,1
ap_send_error_response,1
Rem,1
base->sec_file,1
week,1
401,1
shooting,1
Apache/2,1
supply,1
ponder,1
95/98,1
max_requests_per_child_event:,1
hope),1
child_exit_event),1
\"\real"\\,1
'0',1
bottom,1
\Hey,\,1
OWNER,1
Of,1
probes,1
SIGILL,1
needcset[],1
apPID_shutdown,1
_any_,1
justify,1
Recover,1
(configuration,1
it),1
notification,1
\1994,\,1
proc,1
Every,1
simplify,1
\tm,\,1
readability/timeout,1
relevant;,1
s->addrs),1
\description,\,1
dropping,1
event/mpm.h,1
concat,1
\"\accept"\\,1
\threads,\,1
Trustees,1
apr_time_exp_gmt(),1
phases,1
\EBADF,\,1
r->hostname,1
mpmt_os2/mpm.h,1
expiration,1
substantially,1
Directive,1
apr_socket_sendv,1
status),1
Group,1
is_subclassed,1
\severe,\,1
emulate_sendfile,1
win32/filesys.c,1
\HookProc,\,1
lowercasing,1
CONCAT,1
pointing,1
APACHE_MPM_THREADED_H,1
\paseses,\,1
\any,\,1
mod_vhost_alias,1
\non-"\HTTP"\\,1
iovec,1
\[scheme://]fully-qualified-domain-name[:port],\,1
src/main,1
\really,\,1
invocations,1
\-e"\\,1
\distribute,\,1
DBPRINT_ON,1
<Files>,1
problematic..,1
Maintain,1
apr_base64.c,1
\care),\,1
\however,\,1
forgets,1
\directory,\,1
subclasssed,1
spawning,1
voided,1
Like,1
headers..,1
res;,1
\phase,\,1
SAME,1
\"\CallWndProc"\),\,1
ap_run_post_config(apr_pool_t,1
r->request_time,1
\(2),\,1
IPV6_V6ONLY,1
vectors),1
cleanup_shared,1
BELLCORE,1
Shutting,1
apr_getopt(),1
intentional,1
backwards,1
non-keepalive,1
create_connection,1
Can,1
later_than(),1
Please,1
WINNT,1
generic..,1
Ok,1
sorted..,1
\null,\,1
HTTP/1.0,1
\documentation,\,1
\reuseaddr,\,1
Stub,1
INCLUDING,1
(d->opts_add,1
aszSucc);,1
Win9xConHook.h,1
ap_explode_recent_localtime(),1
\send,\,1
established,1
http_main.h,1
--Module,1
collect,1
wipes,1
Returns:,1
Multiple,1
ap_listener,1
resolve_symlink,1
HTTP_NOT_MODIFIED,1
ISAPI,1
\"\[fe80::1]"\)\,1
fails,1
bandwidth-delay,1
REQUIRED,1
FreeLibrary(hmodLock);,1
check_hostalias,1
merging,1
CONNECTION,1
form..,1
wildmat.c,1
\improvement,\,1
detecting,1
FILE,1
sub_reqs,1
maxed,1
his,1
\ASAP,\,1
accept_line,1
Another,1
caution,1
adjacent,1
waitlist_e,1
offense,1
subexpressions,1
(MD5_DIGESTSIZE,1
walking,1
\IPv6,\,1
ap_bsetop(BO_RXLATE),1
realms,1
\queue,\,1
inserts,1
0.),1
Demon's,1
gwltty_ttywnd,1
mirrored,1
signifigant,1
Routines,1
httpd-2.1,1
buffered,1
gotten,1
older,1
anymore,1
substituted,1
1995-96,1
influences,1
mpm_winnt.h,1
APR_HOOK_REALLY_LAST,1
-w,1
vbuff,1
out-of-space,1
\have,\,1
necessary..,1
\chance,\,1
prefork/mpm.h,1
\copies,\,1
lucky,1
stranded,1
OPT_SYM_OWNER,1
overallocated,1
O(n^2),1
deny,1
val,1
_prepend_,1
\name"\\,1
navigate,1
happy,1
\rest,\,1
_hooks.link_post_config;,1
\granted,\,1
procnew->in,1
carriage,1
AP_ENABLE_EXCEPTION_HOOK,1
\detach,\,1
sites,1
Deal,1
Temporary,1
goodness,1
mentions,1
\non-NULL,\,1
dispatches,1
i/o,1
board,1
but..,1
include/ap_regex.h's,1
multithreaded,1
munge,1
http_log.c:,1
if(!_hooks.link_post_config),1
errnos,1
*)c);,1
\(S9,\,1
>',1
core's,1
qsort,1
BS,1
[in,1
invoke_handler),1
tuned,1
IPHASH_STATISTICS,1
Joe,1
storing,1
adminstrators,1
intended],1
drop,1
\-f,\,1
\*pf,\,1
'subtract',1
Authorization,1
effective,1
'Unset',1
implicit,1
\"\GMT"\\,1
encoding,1
\OPT_SYM_LINKS),\,1
*then*,1
\command,\,1
malloc,1
tidy,1
AP_MPM_USES_POD,1
os_escape_path,1
65536,1
representative,1
Microsoft,1
learned,1
\start,\,1
strlen,1
file),1
Request-URI,1
(true,1
somewhat,1
15,1
Unload,1
Termination,1
\APR_ENOENT,\,1
\volatile,\,1
Look,1
failed,1
\(pconf,\,1
dies,1
$RuntimeDir/%,1
Abort,1
'E',1
\node,\,1
www.example.com:80,1
\symlinks,\,1
process),1
\fact,\,1
Best,1
r->path_info,1
child_events,1
shutdowns,1
prototypes,1
rudimentary,1
allowed_globals.jobmutex,1
sleep,1
21:49:08,1
PHP/4.2.2,1
Set-Cookie,1
real_exit_code,1
macros,1
escapes,1
\"\snapshot"\\,1
[to,1
entering,1
Protocol,1
\apr_filepath_merge,\,1
mod_rewrite),1
reduce,1
Henry,1
root's,1
Firewall,1
debug,1
in-memory,1
IL,1
%3,1
non-mpm,1
exit_event:,1
ap_daemons_to_start,1
\I.e.,\,1
aside..,1
\bug,\,1
CAUSED,1
\CRLFs,\,1
WAN,1
GCC's,1
double-slash,1
Effects:,1
initiating,1
\SUCCESS,\,1
\"\special"\\,1
Enforce,1
request_rec,1
respect,1
delimiters),1
input/output,1
(),1
reasonably,1
\ENOBUFS,\,1
Heuristic,1
simplified,1
tsch,1
ending,1
wouldblock,1
\things,\,1
cheap,1
Reconfigure,1
http_conf_globals,1
\directory_walk,\,1
POLLSET_SCALE_FACTOR,1
'e',1
myname[MAX_PATH];,1
[Directories,1
actions,1
identical.),1
accept_lock,1
\"\./"\)\,1
non,1
Assume,1
\WM_ENDSESSION,\,1
s1,1
spine,1
expose,1
sometime,1
basics;,1
\blank,\,1
\buffer_output,\,1
\dead,\,1
\"\subhosts"\\,1
encodings),1
Why,1
/a/b/foo,1
More,1
error),1
sockaddr,1
r->pool))),1
IOCompletion,1
\apr_hook_sort_register("\post_config"\,\,1
\QNX,\,1
semaphore,1
location_walk,1
unnecessary,1
back-compatibility),1
Creation,1
lf,1
assemble,1
fortunately,1
supporting,1
gwltty_phandler,1
treating,1
ap_my_generation,1
inactive,1
APR_HAS_MMAP,1
external,1
\above),\,1
oh..,1
accept()],1
suffice,1
(since,1
(debug),1
line's,1
sensitivity,1
\APR_DIR,\,1
LimitRequestBody,1
read_request_line,1
lingering_close,1
08,1
C,1
TORT,1
\$-expressions,\,1
\(horrible,\,1
\testing,\,1
resolves,1
pf;,1
apr_array_push(_hooks.link_post_config);,1
DEBUG_CFG_LINES,1
httpd.pid,1
application's,1
last-but-one,1
circuits,1
memcpy,1
start..,1
driven,1
involves,1
Unescapes,1
\line(s),\,1
vs,1
regfree(),1
off..,1
HTTP_IN,1
gracefully..,1
borrowed,1
server-wide,1
\same,\,1
patch,1
(chdir),1
excluding,1
(n),1
*.conf,1
\seen,\,1
\latency,\,1
wlen,1
gentler,1
core.opts,1
atom-ized,1
\ap_configfile_t,\,1
judge;,1
|,1
iDNS,1
CONN_STATE_CHECK_REQUEST_LINE_READABLE,1
Hamilton,1
\fallout,\,1
(comments,1
what's,1
\BeOS,\,1
\slosh,\,1
\123"\)\,1
EVENTS,1
alternative,1
allocs,1
DEBUG,1
1Mb/s,1
Warn,1
Interface,1
XXXX:,1
\Inc.,\,1
\shutdown,\,1
related,1
\optimize,\,1
Linux),1
\redirects,\,1
startup),1
horrific,1
albeit,1
\"\tspecials"\\,1
\not-found,\,1
create_dir_config,1
Items,1
HKLM\Software\Microsoft\Windows\CurrentVersion\RunServices\[service,1
authorized,1
four,1
angst,1
Win9x],1
_walk()er,1
break'able,1
section;,1
spot,1
re_nsub,1
once..,1
\(I.e.,\,1
controller,1
fee,1
ap_escape_uri,1
sharing,1
ttyConsoleCreateThread,1
'ok',1
parse_uri:,1
switches,1
\two,\,1
iterating,1
vulnerable,1
dispatching,1
writes),1
GetMsgProc(INT,1
Content-type,1
un-escaped,1
per-request,1
anyhow,1
manner,1
(hmodLock),1
conjunction,1
parse_uri_components(),1
sure',1
host;,1
\LF),\,1
insignificant,1
Base,1
'common',1
sole,1
\*ptemp,\,1
path),1
mega-cycles,1
(32538)An,1
Support,1
fixing..,1
SPECweb99,1
parameters;,1
HTTP_BAD_REQUEST,1
this_worker_should_exit,1
catastrophic,1
lived,1
convinced,1
apr_hook_global_pool,1
request.c,1
Simple,1
cares,1
splice,1
hyperterm),1
\WARRANTIES,\,1
worker/mpm_default.h,1
fnmatch,1
continuations,1
wrong-cased,1
winoldap,1
recorded,1
CTRL_SHUTDOWN_EVENT,1
\'proper',\,1
suitability,1
preform,1
'\025',1
completion_contexts,1
PROFITS;,1
Map,1
marked,1
%2,1
\expires,\,1
\apr_socket_close(),\,1
04-14-95,1
is_service,1
HOLDERS,1
apr/apr.exports,1
underscores,1
\*aszSucc,\,1
\stdin,\,1
Side,1
*)_hooks.link_post_config->elts;,1
time-consuming,1
rewrite,1
443,1
adjust,1
local_addr,1
manipulation,1
thunks,1
\Port,\,1
request-based,1
\purposes,\,1
examples:,1
Instead,1
shifting,1
\tristate,\,1
concern,1
Inherit,1
luck,1
\types,\,1
\"\previous"\\,1
apr_time_exp_t,1
sendfile_it_all(),1
mpm_service_name,1
I.e,1
Search,1
CreateProcess(),1
brigades,1
period,1
WE,1
fails.,1
follows:,1
\exist,\,1
ap_escape_url,1
Spencer's,1
am,1
r->mtime,1
d),1
Most,1
preconstructed,1
nature,1
\(HOOKPROC)GetProcAddress(hmodHook,\,1
simplification,1
\operations,\,1
number_to_start,1
Let,1
'offset',1
Tech.Notes,1
McCool;,1
Ths,1
dec,1
get_listeners_from_parent(),1
server-status,1
allocation,1
feet..,1
unserialized,1
apr_proc_other_child_read,1
EVEN,1
bundle,1
void*,1
translated),1
IOCP,1
compatability,1
\DATA,\,1
\acceptex,\,1
Shout,1
(at,1
evaluation,1
traditionally,1
sizeof(myname))),1
script's,1
\access,\,1
hope,1
child-alone,1
3.2,1
ACKed,1
parse_htaccess,1
\file_walk,\,1
s->module_config,1
dumping,1
r->protocol);,1
incremented,1
\*pconf,\,1
pHook[n].pFunc,1
add_any_filter(),1
add_job(),1
MAC,1
cs,1
-X,1
(without,1
apr_sendfile(),1
threads_min_free,1
NEED_INITGROUPS,1
commas;,1
Wall-to-wall,1
scripting,1
translate_name,1
\accept,\,1
stat(),1
xxx,1
\dirent->name,\,1
killed,1
nul,1
SSI,1
SetHandleInformation,1
\"\method"\\,1
Disable,1
(The,1
event/pod.h,1
earliest,1
\systems,\,1
OS2/Netware,1
\tty,\,1
r->main,1
Symlink,1
\global,\,1
we?,1
line;,1
80,1
_child_,1
bitten,1
Anything,1
request/mtime,1
vhost_lookup_data,1
\"\downcast"\\,1
\sort,\,1
\APLOG_ERR,\,1
owning,1
\!strcmp(r->parsed_uri.scheme,\,1
passwords;,1
printf,1
signal_monitor,1
lead,1
params,1
allowed:,1
died..,1
TIMEOUT:,1
tests..,1
_walk/merge,1
Cast,1
hmodHook,1
\in-place,\,1
\Hence,\,1
service_to_start,1
check_safe_file,1
close],1
signal..,1
../,1
module..,1
Maintained,1
Prepend,1
\multi-slashes,\,1
seriousness,1
pHook->aszPredecessors,1
Host:-based,1
\parameter,\,1
(makes,1
promote,1
\regexes,\,1
anyways,1
cased,1
longest,1
(rst@ai.mit.edu),1
view,1
\v2"\,\,1
$RuntimeDir/,1
restricted,1
Non-relative,1
\go,\,1
reaches,1
fold,1
field-name:,1
****************************************************************************,1
doing..,1
inserting,1
request's,1
http://issues.apache.org/bugzilla/show_bug.cgi?id=28450,1
iphash_table_tail,1
addreses,1
excessive,1
servicename,1
sell,1
my_pid,1
\ended,\,1
ARGUMENTS,1
\folding,\,1
http_config.c,1
hacks,1
sems,1
\ServerName,\,1
\mutex,\,1
callers,1
buff,1
stragglers,1
publicised,1
Development,1
pulled,1
s);,1
\COM1,\,1
Someone,1
_after_,1
\continuing,\,1
\string),\,1
Still,1
\ap_stripprefix(a,b)\,1
FooBar/1.2b,1
Other,1
\"\10.1.1.1"\\,1
field-name,1
\directly,\,1
vec,1
fixing,1
apr's,1
CTRL_BREAK_EVENT,1
WM_QUERYSHUTDOWN,1
2068,1
NETWARE,1
burn,1
media-/content-type),1
spite,1
win9x_get_connection(),1
(modules,1
interpret,1
connects,1
ADVISED,1
becuause,1
chunks,1
seperate,1
profiling,1
(up,1
brackets,1
\dependencies,\,1
accept_queue,1
beos_accept,1
Win32/Netware/OS2,1
MacOS;,1
all),1
thread;,1
portions,1
Install,1
relative/regex/longer,1
a_p_o_c,1
when:,1
[no,1
\(file,\,1
STRICT,1
stats,1
arr_elts_getstr()),1
\FITNESS,\,1
<johnh@isi.edu>,1
indefinitely,1
improve,1
group;,1
hassle,1
lots,1
\bigstring,\,1
HTTP_NOT_FOUND,1
stacks,1
Procedure,1
\elements,\,1
extended,1
\WndProc,\,1
snarfed,1
paths,1
\LF,\,1
\succeeds,\,1
\core_handler,\,1
nutshell,1
service.h,1
\versa,\,1
conf/httpd.conf,1
\quick_handler,\,1
server_main_loop(),1
pay,1
Respond,1
Parent:,1
/symlink,1
Filters,1
space(s),1
Expressions,1
event/mpm_default.h,1
effort,1
\word,\,1
met,1
unintentionally,1
negative,1
GPROF,1
etc),1
func_cb,1
4.1.1,1
reproduce,1
BY,1
higher,1
wish,1
Defaults,1
FD,1
--enable-pool-debug),1
core_filters.c,1
alloc()ing,1
Process,1
unconsumed,1
SUBSTITUTE,1
getaddrinfo(),1
2.6,1
out..,1
varies,1
seed,1
\host:port"\,\,1
\request-line,\,1
-John,1
nest),1
Clear,1
redundant,1
\horrors,\,1
real-honest,1
defined;,1
updates,1
'true',1
\"\http"\)\,1
\process),\,1
apr_pollset_poll(),1
depending,1
\NUL,\,1
gathered,1
Todo,1
Socket,1
\NT/9x,\,1
operates,1
belonging,1
Failure,1
agree,1
\service,\,1
names..,1
concatenate,1
\psuedo-handle,\,1
releases,1
select()/poll(),1
Empty,1
Builds,1
\r->info,\,1
Ctrl-C/Ctrl-Break,1
brigade:,1
taken,1
\slot,\,1
(vs,1
ap_hook_post_config(ap_HOOK_post_config_t,1
\"\worker"\\,1
pl->program,1
poll(),1
function..,1
dynamic_modules,1
inherits,1
IT,1
modules),1
modulo,1
AP_REG_NOMATCH,1
supported,1
outlives,1
bureaucracy,1
reusable,1
BEFORE,1
\escape_path_segment(),\,1
decorate,1
running.),1
titled,1
apr_time_now(),1
\NetBSD,\,1
wndproc,1
$ServerRoot/$RuntimeDir/gprof.$pid/gmon.out,1
03-10-95,1
opened,1
Important:,1
APACHE_MPM_PREFORK_H,1
_again_,1
multi-threaded,1
delete,1
Passed,1
agree),1
\efficiency,\,1
writev_it_all,1
\"\next"\\,1
\modification,\,1
already;,1
::,1
'link',1
DUMP_MODULES,1
hangs,1
\work,\,1
renamed,1
SYSTEM,1
cookie_table,1
dependent,1
tree,1
speculative,1
offsets,1
\"\e:/test.html"\,\,1
answering,1
Hmmm..,1
chars,1
%7,1
\INCLUDING,\,1
mapping,1
submatches,1
input.),1
ap_hdrs_from_ascii,1
AP_REG_ESPACE,1
Lets,1
caching,1
\results,\,1
Outta,1
type/subtype,1
\listen,\,1
cost,1
APR_ENOENT,1
ordered,1
getstr(),1
mechanism,1
952,1
char*,1
util.c:,1
\"\client's\,1
http://issues.apache.org/bugzilla/show_bug.cgi?id=31875,1
deliminated,1
(need,1
\threading,\,1
linuxthreads:,1
\some,\,1
Win95/98,1
down..,1
honored,1
trivial,1
Parts,1
MPE,1
\(no,\,1
blithering,1
\installed,\,1
apr-util/aprutil.exports,1
beos/beos.h,1
ALONE,1
*val),1
unloaded,1
...SystemMonitor,1
switched,1
consumes,1
verify,1
heap,1
rogue,1
Controls,1
SERVER_DEAD,1
\per-server,\,1
(An,1
\ones,\,1
*AFTER*,1
AP_TIME_RECENT_THRESHOLD+1,1
reconfig,1
semaphores..,1
[^\\]\\[\r]\n,1
ap_reclaim_child_processes,1
ap_check_signals,1
concurrent,1
(big/little,1
destruction,1
ourself,1
bitwise,1
APR_HAS_OTHER_CHILD,1
authn/authz,1
<hanche@imf.unit.no>,1
Working,1
filepath,1
61820,1
Resource,1
is_graceful,1
fast..,1
rationalized,1
slop,1
overridden),1
MaxRequestPerChild,1
Changing,1
UIDs,1
aszPre;,1
'::',1
\app,\,1
\MPM,\,1
prelinked,1
-handles-,1
overlap,1
somewhere,1
\res,\,1
gethostbyname(),1
c2x,1
starts..,1
1997-2004,1
information;,1
detection,1
';charset=foo',1
APIs,1
non-HTTP,1
\service),\,1
ap_rgetline),1
Various,1
$ServerRoot/$RuntimeDir/gmon.out,1
infinitum,1
\value,\,1
(unsigned)(char)(x),1
delayed,1
!schService,1
\ap_log_rerror(APLOG_MARK,\,1
AP_MODE_INIT,1
linuxthreads,1
ControlService(),1
Perl-Compatible,1
semis,1
followed:,1
used:,1
while..,1
Host,1
\Ergo,\,1
planning,1
\blocking,\,1
already),1
APACHE_OS_BEOS,1
Similar,1
post-loop,1
get_worker:,1
\-D,\,1
corresponding,1
ISPs,1
\parents,\,1
add_module,1
HAVE_DRIVE_LETTERS,1
\EOF,\,1
1st,1
DAMAGE,1
winnt/mpm.h,1
Reading,1
proprietary,1
\died,\,1
careful,1
absent,1
\CGI's,\,1
Location/File/Dir,1
pt->type,1
Q's,1
ap_configtestonly,1
\arg,\,1
\"\Symbolic\,1
\variable,\,1
ETags,1
\fee,\,1
restart',1
\s2,\,1
Four,1
Kloss,1
\unknown,\,1
200,1
Grouping,1
\firstly,\,1
listen/accept,1
symmetric,1
\canonicalization,\,1
??,1
(though,1
representations,1
Center,1
OVERRIDES,1
PROCUREMENT,1
Harald,1
configured..,1
process_command_config,1
designed,1
non-responsive,1
SysV,1
sendlen,1
\apr_pollset,\,1
deprecated,1
SUCH,1
Later,1
reliably,1
acknowledged,1
CGIs,1
\walk,\,1
Post,1
\forgotten,\,1
\match,\,1
apr_time_exp_lt(),1
AP_REG_ASSERT,1
easier,1
\myname,\,1
'?',1
AP_MPM_WANT_SET_COREDUMPDIR,1
(unlike,1
Posted,1
RSA,1
scoreboard.c,1
\secure,\,1
implementing,1
